comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.590263923009235,0.01,0.13,0.1426666666666667,0.7773333333333334
TRAIN,40.27788774172465,0.9833333333333334,0.7133333333333334,0.5833333333333334,0.864
POST,0.7529852390289307,0.04666666666666667,0.02,0.17499999999999996,0.868
