time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem
0.07080912590026855,0.66,0.66,0.425,0.84
0.0747995376586914,0.66,0.66,0.322,0.838
0.07779192924499512,0.66,0.66,0.33799999999999997,0.838
0.07679462432861328,0.66,0.66,0.32,0.838
0.0747990608215332,0.66,0.66,0.312,0.838
0.3869645595550537,0.66,0.66,0.188,0.838
0.0718085765838623,0.62,0.62,0.4,0.841
0.09275150299072266,0.62,0.62,0.311,0.841
0.07878804206848145,0.62,0.62,0.276,0.841
0.07978630065917969,0.62,0.62,0.265,0.841
0.07878947257995605,0.62,0.62,0.337,0.841
0.06183433532714844,0.62,0.62,0.305,0.841
0.07080960273742676,0.67,0.67,0.4,0.841
0.07480025291442871,0.67,0.67,0.297,0.8420000000000001
0.07679390907287598,0.67,0.67,0.28800000000000003,0.841
0.07579731941223145,0.67,0.67,0.297,0.841
0.07679367065429688,0.67,0.67,0.304,0.841
0.0747995376586914,0.67,0.67,0.302,0.841
0.07081103324890137,0.73,0.73,0.425,0.841
0.07380175590515137,0.73,0.73,0.29600000000000004,0.8420000000000001
0.07679390907287598,0.73,0.73,0.321,0.841
0.07779192924499512,0.73,0.73,0.316,0.841
0.07579636573791504,0.73,0.73,0.326,0.841
0.06682109832763672,0.73,0.73,0.233,0.841
0.07081031799316406,0.68,0.68,0.65,0.841
0.07380008697509766,0.68,0.68,0.294,0.84
0.07978677749633789,0.68,0.68,0.309,0.841
0.07679414749145508,0.68,0.68,0.32799999999999996,0.84
0.07579708099365234,0.68,0.68,0.278,0.841
0.06482648849487305,0.68,0.68,0.23399999999999999,0.84
