comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.706618785858154,0.02,0.16,0.149,0.738
TRAIN,40.23832726478577,0.98,0.68,0.55,0.841
POST,0.7450065612792969,0.03,0.02,0.13699999999999998,0.843
