time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem
0.07380032539367676,0.76,0.76,0.475,0.848
0.07579541206359863,0.76,0.76,0.305,0.848
0.07679414749145508,0.76,0.76,0.33,0.848
0.07579636573791504,0.76,0.76,0.312,0.848
0.0747988224029541,0.76,0.76,0.311,0.848
0.38496994972229004,0.76,0.76,0.154,0.848
0.07280516624450684,0.72,0.72,0.512,0.851
0.07479977607727051,0.72,0.72,0.302,0.851
0.0747995376586914,0.72,0.72,0.305,0.851
0.07480049133300781,0.72,0.72,0.306,0.851
0.07679414749145508,0.72,0.72,0.29,0.85
0.07280540466308594,0.72,0.72,0.23399999999999999,0.85
0.07080960273742676,0.56,0.56,0.525,0.851
0.07280445098876953,0.56,0.56,0.301,0.85
0.0747976303100586,0.56,0.56,0.312,0.851
0.07679438591003418,0.56,0.56,0.309,0.851
0.07779169082641602,0.56,0.56,0.297,0.85
0.059839487075805664,0.56,0.56,0.23,0.85
0.071807861328125,0.71,0.71,0.4,0.851
0.0718069076538086,0.71,0.71,0.32,0.85
0.07779192924499512,0.71,0.71,0.312,0.851
0.10970592498779297,0.71,0.71,0.307,0.85
0.07579684257507324,0.71,0.71,0.258,0.85
0.07280492782592773,0.71,0.71,0.266,0.85
0.07280397415161133,0.64,0.64,0.45799999999999996,0.851
0.07380199432373047,0.64,0.64,0.31,0.85
0.09873437881469727,0.64,0.64,0.29,0.85
0.0747995376586914,0.64,0.64,0.282,0.85
0.07779121398925781,0.64,0.64,0.285,0.85
0.06881451606750488,0.64,0.64,0.254,0.85
