comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.483217000961304,0.02,0.13,0.14400000000000002,0.742
TRAIN,39.8902587890625,0.9,0.66,0.531,0.843
POST,0.7479982376098633,0.05,0.02,0.16699999999999998,0.846
