comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,33.75042939186096,0.0,0.13,0.151,0.7090000000000001
TRAIN,26.293880701065063,0.48,0.1,0.5,0.813
POST,1.016294240951538,0.0,0.01,0.172,0.815
