time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem,val_loss
0.07380294799804688,0.46,0.1,0.531,0.8079999999999999,-0.05081048980355263
0.08178210258483887,0.02,0.02,0.679,0.8079999999999999,-0.053487252444028854
0.07081103324890137,0.1,0.05,0.542,0.8079999999999999,-0.06128524988889694
0.0832834243774414,0.1,0.05,0.518,0.8079999999999999,-0.052435941994190216
0.06533265113830566,0.1,0.05,0.488,0.8079999999999999,-0.057111706584692
0.07330965995788574,0.1,0.04,0.509,0.8079999999999999,-0.01522186677902937
0.07878947257995605,0.53,0.05,0.575,0.81,-0.09722115099430084
0.07380247116088867,0.1,0.05,0.519,0.81,-0.0656910389661789
0.06781888008117676,0.03,0.02,0.49,0.81,-0.08452190458774567
0.06932282447814941,0.09,0.05,0.615,0.81,-0.01522186677902937
0.07779169082641602,0.08,0.04,0.253,0.8109999999999999,-0.0910070538520813
0.07480001449584961,0.1,0.05,0.5,0.81,-0.10698466747999191
0.07829809188842773,0.45,0.1,0.542,0.8140000000000001,-0.1362997442483902
0.07679533958435059,0.1,0.05,0.5,0.813,-0.01522186677902937
0.07978415489196777,0.08,0.04,0.21899999999999997,0.813,-0.15481701493263245
0.07380223274230957,0.02,0.02,0.5,0.812,-0.14333941042423248
0.0663292407989502,0.1,0.05,0.519,0.813,-0.15472131967544556
0.07031822204589844,0.1,0.05,0.594,0.812,-0.17251229286193848
0.07679557800292969,0.49,0.11,0.575,0.813,-0.19174712896347046
0.07479977607727051,0.1,0.05,0.596,0.813,-0.1829359233379364
0.07829642295837402,0.1,0.05,0.483,0.813,-0.21153177320957184
0.0802912712097168,0.08,0.05,0.5,0.812,-0.20430903136730194
0.07579731941223145,0.02,0.02,0.48200000000000004,0.812,-0.01522186677902937
0.07878947257995605,0.0,0.04,0.226,0.812,-0.20728304982185364
0.07579755783081055,0.48,0.11,0.525,0.813,-0.24890278279781342
0.06682109832763672,0.1,0.05,0.552,0.813,-0.2486046999692917
0.07978677749633789,0.1,0.05,0.5,0.8140000000000001,-0.23881037533283234
0.08377599716186523,0.1,0.05,0.607,0.813,-0.23889102041721344
0.06832337379455566,0.1,0.04,0.519,0.813,-0.23414522409439087
0.07978677749633789,0.05,0.03,0.51,0.813,-0.01522186677902937
