comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,33.62229251861572,0.0,0.13,0.14300000000000002,0.7120000000000001
TRAIN,26.173787355422974,0.59,0.12,0.45,0.812
POST,1.0123169422149658,0.0,0.13,0.207,0.813
