comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.69830783208211,0.01,0.13,0.17800000000000002,0.7423333333333334
TRAIN,40.09304968516032,0.9133333333333334,0.5533333333333333,0.552,0.8453333333333334
POST,0.7347006797790527,0.03666666666666667,0.02,0.18499999999999997,0.85
