time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem
0.07380270957946777,0.37,0.37,0.45,0.861
0.08377575874328613,0.37,0.37,0.29600000000000004,0.862
0.0747990608215332,0.37,0.37,0.281,0.862
0.07479977607727051,0.37,0.37,0.273,0.862
0.07280206680297852,0.37,0.37,0.302,0.862
0.3730018138885498,0.37,0.37,0.147,0.862
0.07081007957458496,0.67,0.67,0.45,0.865
0.07579469680786133,0.67,0.67,0.325,0.865
0.07579731941223145,0.67,0.67,0.305,0.865
0.07679343223571777,0.67,0.67,0.293,0.8640000000000001
0.07579612731933594,0.67,0.67,0.298,0.865
0.06283187866210938,0.67,0.67,0.27899999999999997,0.8640000000000001
0.07480001449584961,0.69,0.69,0.6,0.865
0.07280397415161133,0.69,0.69,0.305,0.865
0.07779097557067871,0.69,0.69,0.287,0.8640000000000001
0.07579708099365234,0.69,0.69,0.289,0.8640000000000001
0.08078384399414062,0.69,0.69,0.28800000000000003,0.8640000000000001
0.07081055641174316,0.69,0.69,0.28,0.8640000000000001
0.0718071460723877,0.71,0.71,0.45,0.866
0.08975863456726074,0.71,0.71,0.316,0.866
0.0747990608215332,0.71,0.71,0.27,0.865
0.08078289031982422,0.71,0.71,0.32,0.865
0.07479977607727051,0.71,0.71,0.262,0.865
0.07080888748168945,0.71,0.71,0.281,0.865
0.07280492782592773,0.75,0.75,0.525,0.865
0.0747995376586914,0.75,0.75,0.292,0.865
0.07380199432373047,0.75,0.75,0.309,0.865
0.07878828048706055,0.75,0.75,0.289,0.865
0.07579541206359863,0.75,0.75,0.29,0.865
0.06482648849487305,0.75,0.75,0.23399999999999999,0.8640000000000001
