comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.70961093902588,0.01,0.13,0.142,0.802
TRAIN,40.352023124694824,0.98,0.72,0.406,0.8640000000000001
POST,0.7739288806915283,0.04,0.02,0.188,0.867
