comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.52809715270996,0.01,0.13,0.146,0.765
TRAIN,40.33506798744202,0.98,0.75,0.625,0.865
POST,0.7290494441986084,0.05,0.02,0.191,0.87
