time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem
0.07579660415649414,0.7,0.7,0.5,0.86
0.07579612731933594,0.7,0.7,0.282,0.86
0.07380175590515137,0.7,0.7,0.302,0.86
0.07579636573791504,0.7,0.7,0.301,0.86
0.0747995376586914,0.7,0.7,0.285,0.861
0.3869643211364746,0.7,0.7,0.16699999999999998,0.861
0.07081079483032227,0.51,0.51,0.525,0.8640000000000001
0.0718080997467041,0.51,0.51,0.33299999999999996,0.8640000000000001
0.07779073715209961,0.51,0.51,0.309,0.863
0.07479977607727051,0.51,0.51,0.27399999999999997,0.863
0.07779145240783691,0.51,0.51,0.321,0.863
0.06582355499267578,0.51,0.51,0.249,0.863
0.07080960273742676,0.68,0.68,0.55,0.8640000000000001
0.07779240608215332,0.68,0.68,0.305,0.863
0.07579708099365234,0.68,0.68,0.28600000000000003,0.863
0.074798583984375,0.68,0.68,0.293,0.863
0.07380247116088867,0.68,0.68,0.292,0.863
0.06881570816040039,0.68,0.68,0.25,0.863
0.0747981071472168,0.5,0.5,0.479,0.865
0.08078265190124512,0.5,0.5,0.311,0.865
0.07579636573791504,0.5,0.5,0.32799999999999996,0.865
0.07779145240783691,0.5,0.5,0.293,0.8640000000000001
0.07579660415649414,0.5,0.5,0.305,0.8640000000000001
0.06682157516479492,0.5,0.5,0.22899999999999998,0.863
0.07180666923522949,0.67,0.67,0.475,0.863
0.07081007957458496,0.67,0.67,0.318,0.8640000000000001
0.07779216766357422,0.67,0.67,0.35,0.8640000000000001
0.0747990608215332,0.67,0.67,0.32,0.863
0.0747988224029541,0.67,0.67,0.35100000000000003,0.863
0.06682109832763672,0.67,0.67,0.23600000000000002,0.863
