comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,16.948161999384563,0.0,0.1366666666666667,0.15133333333333332,0.718
TRAIN,38.029970248540245,0.9499999999999998,0.62,0.515,0.8146666666666667
POST,0.316339651743571,0.08666666666666667,0.04,0.269,0.8196666666666667
