comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.58128770192464,0.016666666666666666,0.14,0.1523333333333333,0.7483333333333334
TRAIN,40.038861195246376,0.9133333333333332,0.66,0.5583333333333335,0.8450000000000001
POST,0.7566419442494711,0.043333333333333335,0.023333333333333334,0.18166666666666662,0.8486666666666666
