time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem
0.07779169082641602,0.12,0.12,0.475,0.8170000000000001
0.07679438591003418,0.12,0.12,0.555,0.816
0.06582379341125488,0.12,0.12,0.5379999999999999,0.8170000000000001
0.07380247116088867,0.12,0.12,0.552,0.816
0.07479977607727051,0.12,0.12,0.519,0.816
0.07579708099365234,0.12,0.12,0.473,0.816
0.07779097557067871,0.12,0.12,0.5,0.818
0.07779192924499512,0.12,0.12,0.557,0.818
0.07579612731933594,0.12,0.12,0.545,0.818
0.07280302047729492,0.12,0.12,0.6809999999999999,0.8190000000000001
0.07380223274230957,0.12,0.12,0.607,0.8190000000000001
0.08078360557556152,0.12,0.12,0.5,0.8190000000000001
0.07679462432861328,0.12,0.12,0.5,0.82
0.07878923416137695,0.12,0.12,0.564,0.8190000000000001
0.07579708099365234,0.12,0.12,0.51,0.8190000000000001
0.08477258682250977,0.12,0.12,0.51,0.8190000000000001
0.07878923416137695,0.12,0.12,0.616,0.818
0.07679414749145508,0.12,0.12,0.552,0.818
0.0747976303100586,0.12,0.12,0.7,0.818
0.0747992992401123,0.12,0.12,0.522,0.818
0.07280468940734863,0.12,0.12,0.51,0.818
0.07579636573791504,0.12,0.12,0.596,0.8170000000000001
0.08078312873840332,0.12,0.12,0.518,0.8170000000000001
0.07081031799316406,0.12,0.12,0.594,0.818
0.07679367065429688,0.12,0.12,0.5,0.8190000000000001
0.06881594657897949,0.12,0.12,0.578,0.818
0.07878923416137695,0.12,0.12,0.519,0.818
0.07579684257507324,0.12,0.12,0.594,0.818
0.0638284683227539,0.12,0.12,0.583,0.818
0.07978630065917969,0.12,0.12,0.519,0.818
