comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,33.89929008483887,0.01,0.13,0.149,0.72
TRAIN,25.043985605239868,0.59,0.12,0.55,0.8190000000000001
POST,1.0332345962524414,0.04,0.06,0.192,0.821
