comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,33.81750798225403,0.01,0.13,0.147,0.721
TRAIN,25.20555305480957,0.63,0.12,0.625,0.818
POST,0.9823713302612305,0.0,0.03,0.195,0.821
