time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem
0.07878828048706055,0.11,0.11,0.5,0.8170000000000001
0.07878923416137695,0.11,0.11,0.605,0.8170000000000001
0.06981253623962402,0.11,0.11,0.573,0.8170000000000001
0.07081079483032227,0.11,0.11,0.5710000000000001,0.8170000000000001
0.08078289031982422,0.11,0.11,0.531,0.8170000000000001
0.07779049873352051,0.11,0.11,0.47100000000000003,0.8170000000000001
0.07679390907287598,0.11,0.11,0.7,0.8190000000000001
0.0718076229095459,0.11,0.11,0.585,0.82
0.0827784538269043,0.11,0.11,0.5329999999999999,0.8190000000000001
0.08178114891052246,0.11,0.11,0.541,0.8190000000000001
0.08078384399414062,0.11,0.11,0.522,0.82
0.06980109214782715,0.11,0.11,0.486,0.8190000000000001
0.07579660415649414,0.13,0.13,0.475,0.8190000000000001
0.0718073844909668,0.13,0.13,0.562,0.8190000000000001
0.0827784538269043,0.13,0.13,0.562,0.8190000000000001
0.07280492782592773,0.13,0.13,0.58,0.8190000000000001
0.07480001449584961,0.13,0.13,0.51,0.818
0.08078289031982422,0.13,0.13,0.616,0.818
0.07579588890075684,0.11,0.11,0.55,0.818
0.07380247116088867,0.11,0.11,0.555,0.818
0.06881594657897949,0.11,0.11,0.534,0.818
0.07679438591003418,0.11,0.11,0.596,0.818
0.07380223274230957,0.11,0.11,0.5770000000000001,0.818
0.07081079483032227,0.11,0.11,0.542,0.818
0.07679319381713867,0.12,0.12,0.525,0.818
0.07679438591003418,0.12,0.12,0.505,0.818
0.08377528190612793,0.12,0.12,0.589,0.8190000000000001
0.07679414749145508,0.12,0.12,0.47100000000000003,0.818
0.07380294799804688,0.12,0.12,0.5,0.818
0.0747978687286377,0.12,0.12,0.562,0.818
