comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.534080982208252,0.01,0.13,0.157,0.7340000000000001
TRAIN,40.83572864532471,0.96,0.69,0.188,0.8270000000000001
POST,0.2892265319824219,0.06,0.03,0.147,0.831
