time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem
0.10471796989440918,0.76,0.76,0.5,0.8240000000000001
0.09973287582397461,0.76,0.76,0.305,0.8240000000000001
0.0967409610748291,0.76,0.76,0.28800000000000003,0.8240000000000001
0.10172748565673828,0.76,0.76,0.292,0.825
0.09175372123718262,0.76,0.76,0.303,0.8240000000000001
0.38397216796875,0.76,0.76,0.18,0.8240000000000001
0.10471916198730469,0.71,0.71,0.542,0.828
0.09175443649291992,0.71,0.71,0.29600000000000004,0.828
0.09773874282836914,0.71,0.71,0.342,0.8270000000000001
0.09973359107971191,0.71,0.71,0.305,0.828
0.09075736999511719,0.71,0.71,0.305,0.828
0.07380294799804688,0.71,0.71,0.235,0.828
0.10571694374084473,0.67,0.67,0.542,0.828
0.10571694374084473,0.67,0.67,0.295,0.828
0.10671353340148926,0.67,0.67,0.292,0.8290000000000001
0.10172724723815918,0.67,0.67,0.284,0.828
0.10172772407531738,0.67,0.67,0.281,0.828
0.06981277465820312,0.67,0.67,0.26,0.8270000000000001
0.12366890907287598,0.69,0.69,0.5710000000000001,0.8290000000000001
0.12067747116088867,0.69,0.69,0.309,0.83
0.09973335266113281,0.69,0.69,0.254,0.83
0.0967414379119873,0.69,0.69,0.27699999999999997,0.8290000000000001
0.10073065757751465,0.69,0.69,0.285,0.8290000000000001
0.06682109832763672,0.69,0.69,0.223,0.8290000000000001
0.10571622848510742,0.65,0.65,0.583,0.828
0.09374833106994629,0.65,0.65,0.326,0.828
0.10372114181518555,0.65,0.65,0.368,0.828
0.09973382949829102,0.65,0.65,0.364,0.8270000000000001
0.09873533248901367,0.65,0.65,0.28300000000000003,0.828
0.071807861328125,0.65,0.65,0.245,0.828
