time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem
0.1047201156616211,0.76,0.76,0.51,0.8220000000000001
0.09674072265625,0.76,0.76,0.28,0.823
0.09474611282348633,0.76,0.76,0.303,0.823
0.09474539756774902,0.76,0.76,0.27699999999999997,0.823
0.09973287582397461,0.76,0.76,0.28800000000000003,0.823
0.37699127197265625,0.76,0.76,0.16699999999999998,0.8220000000000001
0.10372185707092285,0.71,0.71,0.5,0.826
0.10073041915893555,0.71,0.71,0.261,0.826
0.10870766639709473,0.71,0.71,0.326,0.826
0.10172748565673828,0.71,0.71,0.262,0.826
0.10073041915893555,0.71,0.71,0.27699999999999997,0.826
0.06283211708068848,0.71,0.71,0.214,0.825
0.10371947288513184,0.71,0.71,0.583,0.826
0.08975958824157715,0.71,0.71,0.305,0.826
0.10671377182006836,0.71,0.71,0.284,0.826
0.0997321605682373,0.71,0.71,0.309,0.826
0.09275174140930176,0.71,0.71,0.27,0.825
0.06881594657897949,0.71,0.71,0.254,0.825
0.10172486305236816,0.4,0.4,0.49,0.828
0.10372185707092285,0.4,0.4,0.281,0.828
0.09873604774475098,0.4,0.4,0.28800000000000003,0.8270000000000001
0.09275007247924805,0.4,0.4,0.27699999999999997,0.8270000000000001
0.09574389457702637,0.4,0.4,0.307,0.8270000000000001
0.06981372833251953,0.4,0.4,0.27899999999999997,0.8290000000000001
0.1216738224029541,0.69,0.69,0.5539999999999999,0.828
0.10571479797363281,0.69,0.69,0.665,0.8270000000000001
0.10272455215454102,0.69,0.69,0.315,0.8270000000000001
0.0967409610748291,0.69,0.69,0.295,0.8270000000000001
0.09773707389831543,0.69,0.69,0.33299999999999996,0.8270000000000001
0.06482577323913574,0.69,0.69,0.242,0.8270000000000001
