comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.512140035629272,0.01,0.13,0.149,0.7390000000000001
TRAIN,41.34037923812866,0.97,0.73,0.25,0.828
POST,0.2842388153076172,0.09,0.03,0.138,0.833
