comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,16.850706577301025,0.0,0.13,0.14,0.73
TRAIN,35.65092492103577,0.79,0.57,0.469,0.828
POST,0.6781988143920898,0.03,0.02,0.19899999999999998,0.833
