comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,16.85818886756897,0.0,0.13,0.145,0.733
TRAIN,35.467804193496704,0.79,0.19,0.562,0.83
POST,0.6727192401885986,0.02,0.02,0.20600000000000002,0.8340000000000001
