comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,16.87696099281311,0.0,0.1366666666666667,0.14233333333333334,0.7320000000000001
TRAIN,41.86773173014323,0.7733333333333334,0.5866666666666667,0.531,0.8316666666666667
POST,0.720588763554891,0.03,0.02,0.21633333333333335,0.8356666666666667
