comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,15.118321816126505,0.0,0.1366666666666667,0.15433333333333332,0.7243333333333334
TRAIN,22.93275014559428,0.17333333333333334,0.04,0.146,0.8316666666666667
POST,7.776156107584636,0.06333333333333334,0.02,0.149,0.8356666666666667
