comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,16.8686420917511,0.0,0.13,0.14,0.732
TRAIN,41.877726554870605,0.84,0.63,0.5,0.8320000000000001
POST,0.7325763702392578,0.03,0.02,0.223,0.8370000000000001
