time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem,val_loss
0.0718071460723877,0.34,0.22,0.45,0.865,-0.276429682970047
0.07729983329772949,0.0,0.01,0.28,0.865,-0.30174094438552856
0.07379984855651855,0.0,0.01,0.309,0.865,-0.2977067232131958
0.11568856239318848,0.0,0.01,0.331,0.865,-0.227415531873703
0.5345818996429443,0.95,0.65,0.20600000000000002,0.866,-0.2671416103839874
0.06932210922241211,0.63,0.47,0.5,0.868,-0.40568339824676514
0.0747990608215332,0.0,0.01,0.32799999999999996,0.8690000000000001,-0.4780159890651703
0.08078408241271973,0.0,0.01,0.28800000000000003,0.8690000000000001,-0.39597100019454956
0.07380294799804688,0.0,0.01,0.27699999999999997,0.868,-0.43115177750587463
0.06533145904541016,0.0,0.01,0.29600000000000004,0.868,-0.4514714181423187
0.07031726837158203,0.38,0.27,0.525,0.868,-0.5402504801750183
0.07081055641174316,0.05,0.06,0.3,0.868,-0.49126142263412476
0.07829618453979492,0.12,0.1,0.297,0.868,-0.49103012681007385
0.07679462432861328,0.15,0.12,0.32,0.867,-0.5259449481964111
0.07081055641174316,0.0,0.08,0.312,0.867,-0.4379342794418335
0.06981348991394043,0.63,0.46,0.675,0.868,-0.5371450185775757
0.0718080997467041,0.0,0.01,0.303,0.867,-0.5478937029838562
0.08078193664550781,0.0,0.01,0.332,0.868,-0.5494521856307983
0.07380127906799316,0.0,0.01,0.27899999999999997,0.867,-0.5585945844650269
0.06632781028747559,0.0,0.01,0.33299999999999996,0.867,-0.5045132040977478
0.07081103324890137,0.29,0.22,0.542,0.868,-0.5826768279075623
0.07779121398925781,0.0,0.21,0.315,0.867,-0.5656429529190063
0.0747990608215332,0.0,0.28,0.287,0.867,-0.5562623143196106
0.0723123550415039,0.0,0.01,0.29,0.867,-0.5325601696968079
0.07779145240783691,0.0,0.01,0.316,0.867,-0.5113920569419861
