comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,16.856685161590576,0.0,0.15,0.149,0.768
TRAIN,39.50351428985596,0.82,0.63,0.475,0.868
POST,0.7310457229614258,0.02,0.02,0.20600000000000002,0.871
