comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,16.917781114578247,0.0,0.13,0.147,0.711
TRAIN,38.04102349281311,0.9,0.71,0.5,0.8079999999999999
POST,0.3156747817993164,0.09,0.04,0.295,0.813
