comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,16.99325728416443,0.0,0.13,0.154,0.718
TRAIN,38.037325620651245,0.96,0.76,0.5760000000000001,0.815
POST,0.31766819953918457,0.09,0.04,0.257,0.82
