time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem,val_loss
0.08975887298583984,0.47,0.36,0.525,0.799,-0.035996291786432266
0.09973311424255371,0.0,0.25,0.44299999999999995,0.7979999999999999,-0.032229628413915634
0.10172843933105469,0.14,0.12,0.40399999999999997,0.7929999999999999,-0.03564072400331497
0.10471987724304199,0.0,0.01,0.28300000000000003,0.7929999999999999,-0.03243953362107277
0.43782997131347656,0.95,0.63,0.231,0.7929999999999999,-0.035470642149448395
0.10272526741027832,0.39,0.28,0.625,0.7979999999999999,-0.1369287073612213
0.10172796249389648,0.0,0.01,0.375,0.797,-0.16420172154903412
0.09474611282348633,0.0,0.01,0.281,0.7979999999999999,-0.15475770831108093
0.09374856948852539,0.0,0.01,0.289,0.797,-0.1435335874557495
0.06981348991394043,0.0,0.01,0.287,0.797,-0.18930600583553314
0.10571646690368652,0.32,0.24,0.8370000000000001,0.8,-0.2611406743526459
0.0937502384185791,0.0,0.01,0.316,0.802,-0.2774732708930969
0.09773826599121094,0.0,0.02,0.33,0.805,-0.26215270161628723
0.10073041915893555,0.0,0.02,0.303,0.805,-0.2571417987346649
0.07331109046936035,0.0,0.02,0.25,0.805,-0.22002527117729187
0.10274505615234375,0.54,0.38,0.583,0.8079999999999999,-0.3131078779697418
0.10272526741027832,0.0,0.02,0.27699999999999997,0.8079999999999999,-0.29318907856941223
0.09773921966552734,0.0,0.02,0.316,0.8079999999999999,-0.31351324915885925
0.09325575828552246,0.0,0.02,0.335,0.807,-0.3220871090888977
0.0688169002532959,0.0,0.02,0.315,0.8079999999999999,-0.31103694438934326
0.10272479057312012,0.9,0.26,0.625,0.8079999999999999,-0.28398191928863525
0.10023856163024902,0.0,0.28,0.27699999999999997,0.8079999999999999,-0.29260072112083435
0.09275150299072266,0.0,0.27,0.316,0.8079999999999999,-0.2852274477481842
0.10372138023376465,0.0,0.27,0.298,0.807,-0.2808344066143036
0.07280540466308594,0.0,0.08,0.285,0.807,-0.2890170216560364
