comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,16.973631620407104,0.0,0.13,0.14800000000000002,0.706
TRAIN,42.054593086242676,0.82,0.62,0.469,0.812
POST,0.7559797763824463,0.02,0.02,0.2,0.816
