comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,16.974629163742065,0.0,0.15,0.153,0.7120000000000001
TRAIN,41.95485997200012,0.99,0.36,0.5,0.8109999999999999
POST,0.7330405712127686,0.03,0.02,0.196,0.815
