time,train_gpu_util,train_cpu_util,train_gpu_mem,train_main_mem,train_loss
3.321122407913208,0.97,0.68,0.165,0.8079999999999999,-0.0131174111738801
0.18051719665527344,0.59,0.4,0.5,0.809,-0.020276300609111786
0.15658116340637207,0.58,0.41,0.35600000000000004,0.8079999999999999,-0.026225803419947624
0.15259051322937012,0.71,0.55,0.368,0.8079999999999999,-0.03102736361324787
0.15558314323425293,0.49,0.38,0.4,0.8079999999999999,-0.03278918191790581
0.1466076374053955,0.47,0.36,0.382,0.8079999999999999,-0.03353923559188843
0.15558314323425293,0.45,0.34,0.43200000000000005,0.8079999999999999,-0.03570402041077614
0.14760613441467285,0.33,0.25,0.39399999999999996,0.8079999999999999,-0.03773629665374756
0.14261889457702637,0.44,0.33,0.41,0.807,-0.04197753220796585
0.14860248565673828,0.84,0.5,0.414,0.807,-0.04210237041115761
0.14760494232177734,0.54,0.42,0.395,0.807,-0.04456092044711113
0.14162158966064453,0.38,0.29,0.381,0.807,-0.04882507398724556
0.1575779914855957,0.45,0.34,0.408,0.807,-0.05093132704496384
0.14461398124694824,0.52,0.39,0.424,0.807,-0.05080648511648178
0.14860248565673828,0.4,0.31,0.42,0.8059999999999999,-0.048755306750535965
1.1688759326934814,0.95,0.78,0.172,0.807,-0.051966723054647446
0.1495983600616455,0.32,0.24,0.38299999999999995,0.812,-0.05658920854330063
0.15159392356872559,0.38,0.28,0.341,0.8109999999999999,-0.05835452675819397
0.14261746406555176,0.48,0.37,0.405,0.8109999999999999,-0.06348636001348495
0.1545858383178711,0.39,0.28,0.449,0.8109999999999999,-0.05924413725733757
0.14261937141418457,0.26,0.2,0.528,0.8109999999999999,-0.06500720232725143
0.1545872688293457,0.29,0.23,0.381,0.8109999999999999,-0.07079345732927322
0.15059709548950195,0.49,0.38,0.38799999999999996,0.8109999999999999,-0.06871377676725388
0.1466073989868164,0.58,0.41,0.375,0.8109999999999999,-0.05929381027817726
0.1515955924987793,0.57,0.42,0.369,0.8109999999999999,-0.07672932744026184
0.14162111282348633,0.69,0.49,0.39399999999999996,0.81,-0.07504519075155258
0.14261865615844727,0.59,0.43,0.447,0.8109999999999999,-0.07023701071739197
0.15259242057800293,0.38,0.29,0.405,0.81,-0.06919009983539581
0.15259242057800293,0.31,0.23,0.381,0.81,-0.08025483787059784
0.14461350440979004,0.57,0.42,0.42100000000000004,0.8109999999999999,-0.0868237093091011
0.14860200881958008,0.56,0.43,0.405,0.81,-0.08816087990999222
0.09474730491638184,0.85,0.62,0.531,0.81,-0.10613986849784851
0.15658187866210938,0.03,0.02,0.36200000000000004,0.81,-0.09294800460338593
0.16256403923034668,0.51,0.38,0.43799999999999994,0.81,-0.09903541207313538
0.14960002899169922,0.48,0.35,0.408,0.81,-0.0924261286854744
0.1486034393310547,0.45,0.35,0.4,0.8109999999999999,-0.08639636635780334
0.18550515174865723,0.71,0.5,0.45,0.8109999999999999,-0.10782147943973541
0.15857577323913574,0.53,0.67,0.43799999999999994,0.81,-0.10960562527179718
0.14960050582885742,0.49,0.37,0.368,0.8109999999999999,-0.1199212521314621
0.15059518814086914,0.43,0.31,0.369,0.8109999999999999,-0.1106000542640686
0.1466081142425537,0.3,0.22,0.387,0.81,-0.10531475394964218
0.14959955215454102,0.46,0.36,0.379,0.81,-0.11686021089553833
0.1436154842376709,0.48,0.38,0.369,0.81,-0.12193391472101212
0.15358948707580566,0.58,0.42,0.373,0.81,-0.1312512755393982
0.1466071605682373,0.7,0.56,0.373,0.81,-0.12701961398124695
0.1436161994934082,0.48,0.37,0.395,0.809,-0.1083657369017601
0.1545870304107666,0.4,0.31,0.41700000000000004,0.809,-0.12065809220075607
0.09973430633544922,0.99,0.74,0.49,0.809,-0.11881329864263535
0.15558409690856934,0.33,0.25,0.38799999999999996,0.8109999999999999,-0.09730587154626846
0.1406238079071045,0.3,0.23,0.375,0.8109999999999999,-0.11794831603765488
0.1436154842376709,0.54,0.43,0.392,0.8109999999999999,-0.11960284411907196
