time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem,val_loss
0.0747992992401123,0.23,0.17,0.41700000000000004,0.8059999999999999,-0.051034215837717056
0.06981301307678223,0.0,0.01,0.297,0.8059999999999999,-0.05398355796933174
0.0718073844909668,0.0,0.01,0.26899999999999996,0.8059999999999999,-0.04990111663937569
0.07978582382202148,0.0,0.01,0.305,0.8059999999999999,-0.05106716975569725
0.43982434272766113,0.95,0.63,0.23800000000000002,0.8059999999999999,-0.05440181866288185
0.07280659675598145,0.47,0.34,0.475,0.81,-0.10623104870319366
0.07280588150024414,0.0,0.01,0.306,0.809,-0.09907809644937515
0.07579684257507324,0.0,0.01,0.33899999999999997,0.81,-0.09188169240951538
0.0718083381652832,0.0,0.01,0.366,0.809,-0.09631959348917007
0.060837507247924805,0.0,0.01,0.285,0.809,-0.08906304091215134
0.07081079483032227,0.85,0.64,0.5,0.81,-0.15724824368953705
0.0718085765838623,0.0,0.01,0.293,0.81,-0.13862593472003937
0.0718085765838623,0.0,0.01,0.295,0.809,-0.13999345898628235
0.071807861328125,0.0,0.01,0.335,0.809,-0.1362839937210083
0.07679533958435059,0.0,0.08,0.289,0.809,-0.1483675092458725
0.0688161849975586,0.85,0.28,0.43799999999999994,0.81,-0.26949453353881836
0.07679462432861328,0.18,0.14,0.306,0.81,-0.3041493594646454
0.07978630065917969,0.0,0.01,0.311,0.81,-0.28003954887390137
0.08078479766845703,0.0,0.01,0.292,0.8109999999999999,-0.2676500976085663
0.06382989883422852,0.0,0.01,0.44299999999999995,0.812,-0.2981451451778412
0.07081007957458496,0.82,0.32,0.625,0.812,-0.287054181098938
0.08078312873840332,0.0,0.19,0.342,0.812,-0.33218514919281006
0.07579636573791504,0.0,0.19,0.307,0.812,-0.34762731194496155
0.0747992992401123,0.0,0.26,0.315,0.8109999999999999,-0.34644776582717896
0.07579660415649414,0.0,0.08,0.299,0.812,-0.28449109196662903
