time,train_gpu_util,train_cpu_util,train_gpu_mem,train_main_mem
3.471709966659546,0.82,0.6,0.13,0.835
0.1466081142425537,0.07,0.06,0.37200000000000005,0.835
0.14860272407531738,0.93,0.69,0.445,0.835
0.1515944004058838,0.77,0.55,0.424,0.835
0.1436152458190918,0.78,0.58,0.445,0.835
0.15658020973205566,0.94,0.63,0.49200000000000005,0.835
0.14860200881958008,0.72,0.53,0.426,0.835
0.14461326599121094,0.99,0.72,0.475,0.835
0.15957403182983398,0.9,0.68,0.461,0.835
0.15658164024353027,0.82,0.55,0.507,0.835
0.1595747470855713,0.78,0.58,0.473,0.835
0.15259075164794922,0.88,0.61,0.515,0.835
0.157578706741333,0.88,0.65,0.441,0.835
0.1515951156616211,0.9,0.63,0.446,0.835
0.1545860767364502,0.78,0.57,0.456,0.835
1.2516496181488037,0.95,0.6,0.09300000000000001,0.835
0.16455864906311035,0.65,0.46,0.309,0.8390000000000001
0.15857481956481934,0.92,0.63,0.484,0.8390000000000001
0.15658068656921387,0.86,0.64,0.445,0.84
0.15658092498779297,0.95,0.64,0.5,0.84
0.14561080932617188,0.99,0.56,0.43,0.8390000000000001
0.15857601165771484,0.92,0.69,0.516,0.8390000000000001
0.1495990753173828,0.99,0.62,0.41700000000000004,0.8390000000000001
0.15658116340637207,0.89,0.66,0.48100000000000004,0.8390000000000001
0.1545858383178711,0.94,0.54,0.428,0.8390000000000001
0.15558290481567383,0.66,0.49,0.444,0.838
0.14760494232177734,0.89,0.64,0.496,0.838
0.14760518074035645,0.77,0.56,0.419,0.838
0.15658044815063477,0.91,0.66,0.47700000000000004,0.838
0.1495985984802246,0.81,0.58,0.469,0.838
0.1495976448059082,0.99,0.67,0.467,0.838
0.13164734840393066,0.94,0.73,0.534,0.838
0.15558457374572754,0.5,0.37,0.308,0.8390000000000001
0.16356277465820312,0.99,0.71,0.45299999999999996,0.8390000000000001
0.1655561923980713,0.9,0.67,0.512,0.8390000000000001
0.1466069221496582,0.73,0.52,0.382,0.84
0.15957331657409668,0.88,0.67,0.485,0.8390000000000001
0.15857458114624023,0.86,0.65,0.441,0.8390000000000001
0.14560937881469727,0.76,0.57,0.484,0.8390000000000001
0.16057038307189941,0.98,0.7,0.512,0.8390000000000001
0.14960002899169922,0.77,0.59,0.406,0.8390000000000001
0.15658116340637207,0.9,0.63,0.473,0.8390000000000001
0.1685490608215332,0.89,0.66,0.49200000000000005,0.838
0.14760231971740723,0.81,0.55,0.42100000000000004,0.838
0.15159344673156738,0.99,0.7,0.45799999999999996,0.838
0.15259051322937012,0.94,0.67,0.475,0.838
0.15358901023864746,0.99,0.54,0.449,0.838
0.14162135124206543,0.75,0.72,0.568,0.838
0.15059638023376465,0.32,0.24,0.29600000000000004,0.84
0.15558457374572754,0.76,0.55,0.444,0.84
0.15059757232666016,0.93,0.65,0.433,0.8390000000000001
0.15458464622497559,0.99,0.71,0.529,0.8390000000000001
0.15658092498779297,0.66,0.49,0.49700000000000005,0.8390000000000001
0.14760470390319824,0.99,0.71,0.48200000000000004,0.8390000000000001
0.1515944004058838,0.87,0.64,0.465,0.8390000000000001
0.15957117080688477,0.92,0.53,0.451,0.8390000000000001
0.14860224723815918,0.86,0.65,0.442,0.8390000000000001
0.15358829498291016,0.99,0.55,0.449,0.8390000000000001
0.1545865535736084,0.86,0.63,0.42200000000000004,0.8390000000000001
0.15358877182006836,0.99,0.59,0.508,0.8390000000000001
0.16156816482543945,0.8,0.58,0.434,0.8390000000000001
0.1545860767364502,0.99,0.57,0.484,0.8390000000000001
0.15658044815063477,0.77,0.56,0.469,0.8390000000000001
0.14760541915893555,0.99,0.72,0.55,0.838
0.1635608673095703,0.72,0.54,0.295,0.8390000000000001
0.16456055641174316,0.99,0.7,0.47100000000000003,0.84
0.14959979057312012,0.99,0.68,0.425,0.84
0.16156721115112305,0.93,0.68,0.47700000000000004,0.84
0.1575791835784912,0.89,0.64,0.469,0.84
0.1515946388244629,0.87,0.66,0.467,0.8390000000000001
0.1406235694885254,0.8,0.54,0.469,0.8390000000000001
0.154585599899292,0.82,0.6,0.46399999999999997,0.8390000000000001
0.1655569076538086,0.95,0.68,0.615,0.8390000000000001
0.16256403923034668,0.72,0.53,0.721,0.8390000000000001
0.1575777530670166,0.88,0.61,0.516,0.8390000000000001
0.15658044815063477,0.82,0.59,0.461,0.8390000000000001
0.15857410430908203,0.9,0.65,0.523,0.838
0.15857577323913574,0.82,0.58,0.45299999999999996,0.8390000000000001
0.1575789451599121,0.88,0.57,0.40299999999999997,0.8390000000000001
0.13862895965576172,0.83,0.71,0.479,0.8390000000000001
