comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.530091285705566,0.01,0.13,0.139,0.743
TRAIN,40.239325761795044,0.77,0.58,0.469,0.8420000000000001
POST,0.7310433387756348,0.05,0.02,0.168,0.846
