time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem
0.07380294799804688,0.25,0.25,0.425,0.853
0.07280516624450684,0.25,0.25,0.294,0.853
0.07679462432861328,0.25,0.25,0.32,0.853
0.07779216766357422,0.25,0.25,0.27,0.853
0.07679390907287598,0.25,0.25,0.297,0.853
0.37998318672180176,0.25,0.25,0.16,0.853
0.07978630065917969,0.69,0.69,0.479,0.856
0.11967945098876953,0.69,0.69,0.355,0.856
0.0747992992401123,0.69,0.69,0.319,0.856
0.07878828048706055,0.69,0.69,0.32299999999999995,0.856
0.07679414749145508,0.69,0.69,0.315,0.855
0.06682109832763672,0.69,0.69,0.306,0.856
0.0747990608215332,0.67,0.67,0.475,0.857
0.07779192924499512,0.67,0.67,0.35200000000000004,0.856
0.07779192924499512,0.67,0.67,0.278,0.856
0.074798583984375,0.67,0.67,0.285,0.856
0.07479739189147949,0.67,0.67,0.32,0.856
0.07081031799316406,0.67,0.67,0.235,0.856
0.0718071460723877,0.68,0.68,0.45,0.856
0.08477330207824707,0.68,0.68,0.36200000000000004,0.856
0.0747995376586914,0.68,0.68,0.34,0.856
0.07380151748657227,0.68,0.68,0.324,0.856
0.07978606224060059,0.68,0.68,0.311,0.856
0.07280421257019043,0.68,0.68,0.342,0.856
0.07180523872375488,0.37,0.37,0.7,0.857
0.07380247116088867,0.37,0.37,0.34,0.857
0.07779192924499512,0.37,0.37,0.327,0.856
0.07679438591003418,0.37,0.37,0.281,0.857
0.07779145240783691,0.37,0.37,0.281,0.856
0.06382942199707031,0.37,0.37,0.23399999999999999,0.856
