time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem
0.074798583984375,0.69,0.69,0.475,0.838
0.07779145240783691,0.69,0.69,0.285,0.838
0.08377385139465332,0.69,0.69,0.316,0.838
0.07779073715209961,0.69,0.69,0.276,0.838
0.07978415489196777,0.69,0.69,0.28600000000000003,0.838
0.3789856433868408,0.69,0.69,0.16899999999999998,0.838
0.0718076229095459,0.62,0.62,0.512,0.8420000000000001
0.07479977607727051,0.62,0.62,0.27699999999999997,0.8420000000000001
0.07679390907287598,0.62,0.62,0.284,0.841
0.08078408241271973,0.62,0.62,0.341,0.841
0.07779240608215332,0.62,0.62,0.325,0.841
0.06781840324401855,0.62,0.62,0.29,0.841
0.07280564308166504,0.69,0.69,0.439,0.8420000000000001
0.07779169082641602,0.69,0.69,0.36,0.8420000000000001
0.07978677749633789,0.69,0.69,0.304,0.841
0.07679390907287598,0.69,0.69,0.28600000000000003,0.8420000000000001
0.07779192924499512,0.69,0.69,0.295,0.8420000000000001
0.06781792640686035,0.69,0.69,0.242,0.841
0.07080960273742676,0.72,0.72,0.6,0.84
0.118682861328125,0.72,0.72,0.34600000000000003,0.84
0.074798583984375,0.72,0.72,0.33299999999999996,0.84
0.07878804206848145,0.72,0.72,0.302,0.84
0.07878899574279785,0.72,0.72,0.28600000000000003,0.84
0.07380247116088867,0.72,0.72,0.248,0.84
0.07080984115600586,0.58,0.58,0.4,0.841
0.08078336715698242,0.58,0.58,0.297,0.8420000000000001
0.07679390907287598,0.58,0.58,0.293,0.841
0.07679367065429688,0.58,0.58,0.32,0.841
0.07679414749145508,0.58,0.58,0.349,0.841
0.06781840324401855,0.58,0.58,0.24600000000000002,0.841
