comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.90508723258972,0.01,0.13,0.213,0.732
TRAIN,40.04683971405029,0.98,0.71,0.625,0.838
POST,0.7479989528656006,0.03,0.02,0.198,0.843
