comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,17.091982046763103,0.0,0.1366666666666667,0.15,0.7096666666666667
TRAIN,41.956522385279335,0.75,0.4366666666666667,0.498,0.8109999999999999
POST,0.7506604194641113,0.02666666666666667,0.02,0.19733333333333336,0.8153333333333332
