comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,15.0327730178833,0.0,0.01,0.14,0.723
TRAIN,14.695973873138428,0.19,0.06,0.281,0.8390000000000001
POST,1.1948063373565674,0.0,0.02,0.174,0.841
