comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,15.098511695861816,0.0,0.07,0.15,0.7170000000000001
TRAIN,14.835063457489014,0.16,0.1,0.562,0.8340000000000001
POST,1.1808550357818604,0.05,0.02,0.16399999999999998,0.838
