comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,15.179176330566406,0.0,0.01,0.147,0.723
TRAIN,14.739243268966675,0.27,0.06,0.4,0.836
POST,1.2147753238677979,0.01,0.02,0.185,0.8420000000000001
