time,val_gpu_util,val_cpu_util,val_gpu_mem,val_main_mem,val_loss
0.07430720329284668,0.35,0.29,0.475,0.8290000000000001,0.041146568953990936
0.07630181312561035,0.04,0.02,0.604,0.8290000000000001,0.039897460490465164
0.07331085205078125,0.04,0.02,0.479,0.8290000000000001,0.0427798330783844
0.07929515838623047,0.03,0.02,0.49,0.8290000000000001,0.04291139170527458
0.15957236289978027,0.42,0.23,0.36700000000000005,0.8290000000000001,0.04562629014253616
0.07579803466796875,0.17,0.1,0.375,0.84,0.005822340026497841
0.07779216766357422,0.03,0.02,0.531,0.84,0.005913857836276293
0.06382894515991211,0.03,0.02,0.55,0.8390000000000001,0.005182178691029549
0.06382870674133301,0.04,0.02,0.575,0.8390000000000001,0.005428512580692768
0.06682229042053223,0.04,0.02,0.65,0.838,0.004505550488829613
0.071807861328125,0.14,0.1,0.6,0.838,0.0021317515056580305
0.08078408241271973,0.04,0.02,0.583,0.838,0.0023997139651328325
0.06881594657897949,0.04,0.02,0.562,0.838,0.002147807041183114
0.07081055641174316,0.04,0.02,0.583,0.838,0.002406433457508683
0.07031917572021484,0.04,0.02,0.45,0.838,0.002498496323823929
0.08477258682250977,0.08,0.06,0.946,0.84,0.00164061039686203
0.07878899574279785,0.02,0.02,0.804,0.84,0.0016338506247848272
0.07579612731933594,0.02,0.02,0.7709999999999999,0.84,0.0017036193748936057
0.06781792640686035,0.04,0.02,0.708,0.84,0.001591163338162005
0.06482696533203125,0.04,0.02,0.45,0.84,0.0017695357091724873
0.07280564308166504,0.08,0.06,0.425,0.8390000000000001,0.0011998643167316914
0.0663290023803711,0.08,0.06,0.525,0.8390000000000001,0.0013873970601707697
0.0633382797241211,0.04,0.02,0.6,0.8390000000000001,0.0013240647967904806
0.07530570030212402,0.04,0.02,0.688,0.8370000000000001,0.0014425942208617926
0.06482648849487305,0.04,0.02,0.659,0.8370000000000001,0.0015173646388575435
