time,train_gpu_util,train_cpu_util,train_gpu_mem,train_main_mem,train_loss
1.618708610534668,0.57,0.39,0.175,0.8270000000000001,0.5113192796707153
0.15259242057800293,0.17,0.05,0.455,0.828,0.4614894688129425
0.15358901023864746,0.2,0.05,0.517,0.8270000000000001,0.4345379173755646
0.15259265899658203,0.19,0.05,0.528,0.828,0.434555321931839
0.17054438591003418,0.19,0.05,0.505,0.828,0.41055360436439514
0.15059733390808105,0.15,0.04,0.534,0.828,0.37373414635658264
0.17005205154418945,0.19,0.05,0.654,0.8290000000000001,0.340780645608902
0.14762187004089355,0.19,0.05,0.545,0.8290000000000001,0.3234047591686249
0.15608835220336914,0.2,0.05,0.511,0.8290000000000001,0.29454270005226135
0.1575782299041748,0.19,0.05,0.531,0.828,0.2674430310726166
0.1655566692352295,0.18,0.05,0.5,0.828,0.25874000787734985
0.15059685707092285,0.19,0.05,0.5,0.828,0.23434554040431976
0.1685495376586914,0.18,0.05,0.6729999999999999,0.828,0.2368670254945755
0.1630687713623047,0.1,0.03,0.51,0.828,0.20422810316085815
0.16954636573791504,0.18,0.05,0.51,0.828,0.19358612596988678
1.0532081127166748,0.68,0.2,0.09300000000000001,0.828,0.1658419370651245
0.15857434272766113,0.07,0.02,0.299,0.8320000000000001,0.17169910669326782
0.16356301307678223,0.18,0.05,0.52,0.8320000000000001,0.16028548777103424
0.13962745666503906,0.17,0.05,0.512,0.8320000000000001,0.144138365983963
0.15359020233154297,0.21,0.06,0.534,0.8320000000000001,0.14451681077480316
0.1600780487060547,0.17,0.05,0.542,0.8320000000000001,0.1306517869234085
0.1545872688293457,0.19,0.05,0.602,0.8320000000000001,0.11693845689296722
0.1515946388244629,0.2,0.05,0.545,0.8320000000000001,0.11947062611579895
0.15409564971923828,0.19,0.05,0.47700000000000004,0.8320000000000001,0.11238835006952286
0.1715528964996338,0.19,0.05,0.515,0.831,0.10022524744272232
0.15358948707580566,0.19,0.05,0.489,0.831,0.09148626774549484
0.14760541915893555,0.19,0.05,0.47700000000000004,0.831,0.08540044724941254
0.1545872688293457,0.2,0.05,0.596,0.831,0.08226221799850464
0.14860320091247559,0.19,0.05,0.615,0.831,0.07659759372472763
0.18999814987182617,0.14,0.03,0.723,0.8320000000000001,0.07675620168447495
0.1625659465789795,0.12,0.04,0.531,0.8320000000000001,0.07482816278934479
0.15010428428649902,0.17,0.05,0.28,0.831,0.07797332108020782
0.16356325149536133,0.05,0.05,0.281,0.8320000000000001,0.06222942844033241
0.15259218215942383,0.2,0.05,0.584,0.833,0.06540186703205109
0.14959979057312012,0.19,0.05,0.528,0.8320000000000001,0.05750933662056923
0.18899965286254883,0.17,0.04,0.652,0.833,0.06068485230207443
0.1715536117553711,0.15,0.04,0.608,0.833,0.05350494384765625
0.15110135078430176,0.16,0.05,0.557,0.833,0.04930170997977257
0.16356277465820312,0.2,0.06,0.588,0.833,0.04853307828307152
0.16455984115600586,0.17,0.05,0.623,0.8340000000000001,0.04551667347550392
0.17054414749145508,0.2,0.05,0.515,0.8340000000000001,0.045936670154333115
0.1436159610748291,0.19,0.05,0.528,0.833,0.04440650716423988
0.15409564971923828,0.19,0.05,0.511,0.833,0.040434617549180984
0.13862967491149902,0.2,0.05,0.531,0.833,0.03730035945773125
0.15259242057800293,0.19,0.05,0.534,0.833,0.04116671159863472
0.15659356117248535,0.19,0.05,0.5920000000000001,0.833,0.036347586661577225
0.15459871292114258,0.19,0.05,0.511,0.833,0.0379398949444294
0.14461302757263184,0.19,0.03,0.29600000000000004,0.833,0.029930051416158676
0.16755294799804688,0.12,0.03,0.313,0.835,0.03234042599797249
0.13563776016235352,0.18,0.05,0.5379999999999999,0.835,0.0355415977537632
0.16506552696228027,0.21,0.06,0.515,0.835,0.03243448957800865
0.1605682373046875,0.17,0.05,0.629,0.835,0.0317973867058754
0.15059733390808105,0.17,0.05,0.562,0.8340000000000001,0.027778957039117813
0.16954660415649414,0.19,0.05,0.542,0.8340000000000001,0.0299335028976202
0.14960098266601562,0.19,0.05,0.551,0.8340000000000001,0.027612175792455673
0.1655585765838623,0.19,0.05,0.604,0.8340000000000001,0.026677247136831284
0.17253971099853516,0.19,0.05,0.615,0.8340000000000001,0.02763606421649456
0.16655468940734863,0.17,0.04,0.551,0.8340000000000001,0.025307688862085342
0.15509271621704102,0.19,0.05,0.517,0.8340000000000001,0.025405224412679672
0.1461162567138672,0.18,0.04,0.539,0.833,0.024160437285900116
0.15358877182006836,0.2,0.05,0.523,0.833,0.024115748703479767
0.15259194374084473,0.14,0.04,0.522,0.833,0.025920309126377106
0.16954708099365234,0.2,0.05,0.677,0.833,0.022873930633068085
0.13663434982299805,0.18,0.04,0.18100000000000002,0.833,0.018734585493803024
0.15908050537109375,0.09,0.02,0.344,0.835,0.023659497499465942
0.14960074424743652,0.15,0.05,0.5,0.835,0.019801881164312363
0.13763189315795898,0.2,0.05,0.512,0.835,0.021706683561205864
0.1515953540802002,0.21,0.05,0.5,0.835,0.020784664899110794
0.15259289741516113,0.18,0.05,0.489,0.835,0.020340492948889732
0.16057062149047852,0.18,0.05,0.5770000000000001,0.835,0.020659804344177246
0.14960026741027832,0.19,0.05,0.511,0.8340000000000001,0.018256613984704018
0.16655540466308594,0.19,0.05,0.479,0.8340000000000001,0.01883668079972267
0.1496129035949707,0.19,0.05,0.534,0.8340000000000001,0.019582444801926613
0.1515955924987793,0.19,0.05,0.534,0.8340000000000001,0.018575919792056084
0.15358996391296387,0.19,0.05,0.568,0.8340000000000001,0.01770036108791828
0.15259170532226562,0.2,0.05,0.568,0.8340000000000001,0.018792549148201942
0.1625659465789795,0.19,0.05,0.49,0.835,0.017846832051873207
0.16655492782592773,0.19,0.05,0.546,0.835,0.01818801835179329
0.15558433532714844,0.18,0.05,0.511,0.8340000000000001,0.016167327761650085
0.13364291191101074,0.16,0.04,0.23600000000000002,0.8340000000000001,0.018150927498936653
