comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,15.13476848602295,0.0,0.13,0.166,0.725
TRAIN,22.95961904525757,0.14,0.04,0.188,0.833
POST,7.852607727050781,0.07,0.02,0.161,0.8370000000000001
