comp,time,gpu_util,cpu_util,gpu_mem,main_mem
DATA,15.182652235031128,0.0,0.13,0.153,0.725
TRAIN,22.82040524482727,0.22,0.04,0.094,0.828
POST,7.665615797042847,0.03,0.02,0.14300000000000002,0.833
